# The phyletic profiles are given as one HOG (at its root level)
# per row, starting with a group identifier, followed by the number
# of entries per species in the group as columns. The first row
# contains the species for each column.
Group	Bovismorbificans_CVM_30176	ECOLI	SALTY
HOG00119	1	0	1
HOG00120	1	0	1
HOG00121	1	0	1
HOG00122	1	0	1
HOG00123	1	0	1
HOG00124	1	0	1
HOG00125	1	0	1
HOG00126	1	0	1
HOG00127	1	0	1
HOG00128	1	0	1
HOG00129	1	0	1
HOG00130	1	0	1
HOG00131	1	0	1
HOG00132	1	0	1
HOG00133	1	0	1
HOG00134	1	0	1
HOG00135	1	0	1
HOG00136	1	0	1
HOG00137	1	0	1
HOG00138	1	0	1
HOG00139	1	0	1
HOG00140	1	0	1
HOG00141	1	0	1
HOG00142	1	0	1
HOG00143	1	0	1
HOG00144	1	0	1
HOG00145	1	0	1
HOG00146	1	0	1
HOG00147	1	0	1
HOG00148	1	0	1
HOG00149	1	0	1
HOG00150	1	0	1
HOG00151	1	0	1
HOG00152	1	0	1
HOG00153	1	0	1
HOG00154	1	0	1
HOG00155	1	0	1
HOG00156	1	0	1
HOG00157	1	0	1
HOG00158	1	0	1
HOG00159	1	0	1
HOG00160	1	0	1
HOG00161	1	0	1
HOG00162	1	0	1
HOG00163	1	0	1
HOG00164	1	0	1
HOG00165	1	0	1
HOG00166	1	0	1
HOG00167	1	0	1
HOG00168	1	0	1
HOG00169	1	0	1
HOG00170	1	0	1
HOG00171	1	0	1
HOG00172	1	0	1
HOG00173	1	0	1
HOG00174	1	0	1
HOG00175	1	0	1
HOG00176	1	0	1
HOG00177	1	0	1
HOG00178	1	0	1
HOG00179	1	0	1
HOG00180	1	0	1
HOG00181	1	0	1
HOG00182	1	0	1
HOG00183	1	0	1
HOG00184	1	0	1
HOG00185	1	0	1
HOG00186	1	0	1
HOG00187	1	0	1
HOG00188	1	0	1
HOG00189	1	0	1
HOG00190	1	0	1
HOG00191	1	0	1
HOG00192	1	0	1
HOG00193	1	0	2
HOG00194	1	0	1
HOG00195	1	0	1
HOG00196	1	0	1
HOG00197	1	0	1
HOG00198	1	0	1
HOG00199	1	0	1
HOG00200	1	0	1
HOG00201	1	0	1
HOG00202	1	0	1
HOG00203	1	0	1
HOG00204	1	0	1
HOG00205	1	0	1
HOG00206	1	0	1
HOG00207	1	0	1
HOG00208	1	0	1
HOG00209	1	0	1
HOG00210	1	0	1
HOG00211	1	0	1
HOG00212	1	0	1
HOG00213	1	0	1
HOG00214	1	0	1
HOG00215	1	0	1
HOG00216	1	0	1
HOG00217	1	0	1
HOG00218	1	0	1
HOG00219	1	0	1
HOG00220	1	0	1
HOG00221	1	0	1
HOG00222	1	0	1
HOG00223	1	0	1
HOG00224	1	0	1
HOG00225	1	0	1
HOG00226	1	0	1
HOG00227	1	0	1
HOG00228	1	0	1
HOG00229	1	0	1
HOG00230	1	0	1
HOG00231	1	0	1
HOG00232	1	0	1
HOG00233	1	0	1
HOG00234	1	0	1
HOG00235	1	0	1
HOG00236	1	0	1
HOG00237	1	0	1
HOG00238	1	0	1
HOG00239	1	0	1
HOG00240	1	0	1
HOG00241	1	0	1
HOG00242	1	0	1
HOG00243	1	0	1
HOG00244	1	0	1
HOG00245	1	0	1
HOG00246	1	0	1
HOG00247	1	0	1
HOG00248	1	0	1
HOG00249	1	0	1
HOG00250	1	0	1
HOG00251	1	0	1
HOG00252	1	0	1
HOG00253	1	0	1
HOG00254	1	0	1
HOG00255	1	0	1
HOG00256	1	0	1
HOG00257	1	0	1
HOG00258	1	0	1
HOG00259	1	0	1
HOG00260	1	0	1
HOG00261	1	0	1
HOG00262	1	0	1
HOG00263	1	0	1
HOG00264	1	0	1
HOG00265	1	0	1
HOG00266	1	0	1
HOG00267	1	0	1
HOG00268	1	0	1
HOG00269	1	0	1
HOG00270	1	0	1
HOG00271	1	0	1
HOG00272	1	0	1
HOG00273	1	0	1
HOG00274	1	0	1
HOG00275	1	0	1
HOG00276	1	0	1
HOG00277	1	0	1
HOG00278	1	0	1
HOG00279	1	0	1
HOG00280	1	0	1
HOG00281	1	0	1
HOG00282	1	0	1
HOG00283	1	0	1
HOG00284	1	0	1
HOG00285	1	0	1
HOG00286	1	0	1
HOG00287	1	0	1
HOG00288	1	0	1
HOG00289	1	0	1
HOG00290	1	0	1
HOG00291	1	0	1
HOG00292	1	0	1
HOG00293	1	0	1
HOG00294	1	0	1
HOG00295	1	0	1
HOG00296	1	0	1
HOG00297	1	0	1
HOG00298	1	0	1
HOG00299	1	0	1
HOG00300	1	0	1
HOG00301	1	0	1
HOG00302	1	0	1
HOG00303	1	0	1
HOG00304	1	0	1
HOG00305	1	0	1
HOG00306	1	0	1
HOG00307	1	0	1
HOG00308	1	0	1
HOG00309	1	0	1
HOG00310	1	0	1
HOG00311	1	0	1
HOG00312	1	0	1
HOG00313	1	0	1
HOG00314	1	0	1
HOG00315	1	0	1
HOG00316	1	0	1
HOG00317	1	0	1
HOG00318	1	0	1
HOG00319	1	0	1
HOG00320	1	0	1
HOG00321	1	0	1
HOG00322	1	0	1
HOG00323	1	0	1
HOG00324	1	0	1
HOG00325	1	0	1
HOG00326	1	0	1
HOG00327	1	0	1
HOG00328	1	0	1
HOG00329	1	0	1
HOG00330	1	0	1
HOG00331	1	0	1
HOG00332	1	0	1
HOG00333	1	0	1
HOG00334	1	0	1
HOG00335	1	0	1
HOG00336	1	0	1
HOG00337	1	0	1
HOG00338	1	0	1
HOG00339	1	0	1
HOG00340	1	0	1
HOG00341	1	0	1
HOG00342	1	0	1
HOG00343	1	0	1
HOG00344	1	0	1
HOG00345	1	0	1
HOG00346	1	0	1
HOG00347	1	0	1
HOG00348	1	0	1
HOG00349	1	0	1
HOG00350	1	0	1
HOG00351	1	0	1
HOG00352	1	0	2
HOG00353	1	0	1
HOG00354	1	0	1
HOG00355	1	0	1
HOG00356	1	0	1
HOG00357	1	0	1
HOG00358	1	0	1
HOG00359	1	0	1
HOG00360	1	0	1
HOG00361	1	0	1
HOG00362	1	0	1
HOG00363	1	0	1
HOG00364	1	0	1
HOG00365	1	0	1
HOG00366	1	0	1
HOG00367	1	0	1
HOG00368	1	0	1
HOG00369	1	0	1
HOG00370	1	0	1
HOG00371	1	0	1
HOG00372	1	0	1
HOG00373	1	0	1
HOG00374	1	0	1
HOG00375	1	0	1
HOG00376	1	0	1
HOG00377	1	0	1
HOG00378	1	0	1
HOG00379	1	0	1
HOG00380	1	0	1
HOG00381	1	0	1
HOG00382	1	0	2
HOG00383	1	0	1
HOG00384	1	0	1
HOG00385	1	0	1
HOG00386	1	0	1
HOG00387	1	0	1
HOG00388	1	0	1
HOG00389	1	0	1
HOG00390	1	0	1
HOG00391	1	0	1
HOG00392	1	0	1
HOG00393	1	0	1
HOG00394	1	0	1
HOG00395	1	0	1
HOG00396	1	0	1
HOG00397	1	0	1
HOG00398	1	0	1
HOG00399	1	0	1
HOG00400	1	0	1
HOG00401	1	0	1
HOG00402	1	0	1
HOG00403	1	0	1
HOG00404	1	0	1
HOG00405	1	0	1
HOG00406	1	0	1
HOG00407	1	0	1
HOG00408	1	0	1
HOG00409	1	0	1
HOG00410	1	0	1
HOG00411	1	0	1
HOG00412	1	0	1
HOG00413	1	0	1
HOG00414	1	0	1
HOG00415	1	0	1
HOG00416	1	0	1
HOG00417	1	0	1
HOG00418	1	0	1
HOG00419	1	0	1
HOG00420	1	0	1
HOG00421	1	0	1
HOG00422	1	0	1
HOG00423	1	0	1
HOG00424	1	0	1
HOG00425	1	0	1
HOG00426	1	0	1
HOG00427	1	0	1
HOG00428	1	0	1
HOG00429	1	0	1
HOG00430	1	0	1
HOG00431	1	0	1
HOG00432	1	0	1
HOG00433	1	0	2
HOG00434	1	0	1
HOG00435	1	0	1
HOG00436	1	0	1
HOG00437	1	0	1
HOG00438	1	0	1
HOG00439	1	0	1
HOG00440	1	0	1
HOG00441	1	0	1
HOG00442	1	0	1
HOG00443	1	0	1
HOG00444	1	0	1
HOG00445	1	0	1
HOG00446	1	0	1
HOG00447	1	0	1
HOG00448	1	0	1
HOG00449	1	0	1
HOG00450	1	0	1
HOG00451	1	0	1
HOG00452	1	0	1
HOG00453	1	0	1
HOG00454	1	0	1
HOG00455	1	0	1
HOG00456	1	0	1
HOG00457	1	0	1
HOG00458	1	0	1
HOG00459	1	0	1
HOG00460	1	0	1
HOG00461	1	0	1
HOG00462	1	0	1
HOG00463	1	0	1
HOG00464	1	0	1
HOG00465	1	0	1
HOG00466	1	0	1
HOG00467	1	0	1
HOG00468	1	0	1
HOG00469	1	0	1
HOG00470	1	0	1
HOG00471	1	0	1
HOG00472	1	0	1
HOG00473	1	0	1
HOG00474	1	0	1
HOG00475	1	0	1
HOG00476	1	0	1
HOG00477	1	0	1
HOG00478	1	0	1
HOG00479	1	0	1
HOG00480	1	0	1
HOG00481	1	0	1
HOG00482	1	0	1
HOG00483	1	0	1
HOG00484	1	0	1
HOG00485	1	0	1
HOG00486	1	0	1
HOG00487	1	0	1
HOG00488	1	0	1
HOG00489	1	0	1
HOG00490	1	0	1
HOG00491	1	0	1
HOG00492	1	0	1
HOG00493	1	0	1
HOG00494	1	0	1
HOG00495	1	0	1
HOG00496	1	0	1
HOG00497	1	0	1
HOG00498	1	0	1
HOG00499	1	0	2
HOG00500	1	0	1
HOG00501	1	0	1
HOG00502	1	0	1
HOG00503	1	0	1
HOG00504	1	0	1
HOG00505	1	0	1
HOG00506	1	0	1
HOG00507	1	0	1
HOG00508	1	0	1
HOG00509	1	0	1
HOG00510	1	0	1
HOG00511	1	0	1
HOG00512	1	0	1
HOG00513	1	0	1
HOG00514	1	0	1
HOG00515	1	0	1
HOG00516	1	0	1
HOG00517	1	0	1
HOG00518	1	0	1
HOG00519	1	0	1
HOG00520	1	0	1
HOG00521	1	0	1
HOG00522	1	0	1
HOG00523	1	0	1
HOG00524	1	0	1
HOG00525	1	0	1
HOG00526	1	0	1
HOG00527	1	0	1
HOG00528	1	0	1
HOG00529	1	0	1
HOG00530	1	0	1
HOG00531	1	0	1
HOG00532	1	0	1
HOG00533	1	0	1
HOG00534	1	0	1
HOG00535	1	0	1
HOG00536	1	0	1
HOG00537	1	0	1
HOG00538	1	0	1
HOG00539	1	0	1
HOG00540	1	0	1
HOG00541	1	0	1
HOG00542	1	0	1
HOG00543	1	0	1
HOG00544	1	0	1
HOG00545	1	0	1
HOG00546	1	0	1
HOG00547	1	0	1
HOG00548	1	0	1
HOG00549	1	0	1
HOG00550	1	0	1
HOG00551	1	0	1
HOG00552	1	0	1
HOG00553	1	0	1
HOG00554	1	0	1
HOG00555	1	0	1
HOG00556	1	0	1
HOG00557	1	0	1
HOG00558	1	0	1
HOG00559	1	0	1
HOG00560	1	0	1
HOG00561	1	0	1
HOG00562	1	0	1
HOG00563	1	0	1
HOG00564	1	0	1
HOG00565	1	0	1
HOG00566	1	0	1
HOG00567	1	0	1
HOG00568	1	0	1
HOG00569	1	0	1
HOG00570	1	0	1
HOG00571	1	0	1
HOG00572	1	0	1
HOG00573	1	0	1
HOG00574	1	0	1
HOG00575	1	0	1
HOG00576	1	0	2
HOG00577	1	0	1
HOG00578	1	0	1
HOG00579	1	0	1
HOG00580	1	0	1
HOG00581	1	0	1
HOG00582	1	0	1
HOG00583	1	0	1
HOG00584	1	0	1
HOG00585	1	0	1
HOG00586	1	0	1
HOG00587	1	0	1
HOG00588	1	0	1
HOG00589	1	0	1
HOG00590	1	0	1
HOG00591	1	0	1
HOG00592	1	0	1
HOG00593	1	0	1
HOG00594	1	0	1
HOG00595	1	0	1
HOG00596	1	0	1
HOG00597	1	0	1
HOG00598	1	0	1
HOG00599	1	0	1
HOG00600	1	0	1
HOG00601	1	0	1
HOG00602	1	0	1
HOG00603	1	0	1
HOG00604	1	0	1
HOG00605	1	0	1
HOG00606	1	0	1
HOG00607	1	0	1
HOG00608	1	0	1
HOG00609	1	0	1
HOG00610	1	0	1
HOG00611	1	0	1
HOG00612	1	0	1
HOG00613	1	0	1
HOG00614	1	0	1
HOG00615	1	0	1
HOG00616	1	0	1
HOG00617	1	0	2
HOG00618	1	0	1
HOG00619	1	0	1
HOG00620	1	0	1
HOG00621	1	0	1
HOG00622	1	0	1
HOG00623	1	0	1
HOG00624	1	0	1
HOG00625	1	0	1
HOG00626	1	0	1
HOG00627	1	0	1
HOG00628	1	0	1
HOG00629	1	0	1
HOG00630	1	0	1
HOG00631	1	0	1
HOG00632	1	0	1
HOG00633	1	0	1
HOG00634	1	0	1
HOG00635	1	0	1
HOG00636	1	0	1
HOG00637	1	0	1
HOG00638	1	0	1
HOG00639	1	0	1
HOG00640	1	0	1
HOG00641	1	0	1
HOG00642	1	0	1
HOG00643	1	0	1
HOG00644	1	0	1
HOG00645	1	0	1
HOG00646	1	0	1
HOG00647	1	0	1
HOG00648	1	0	1
HOG00649	1	0	1
HOG00650	1	0	1
HOG00651	2	0	1
HOG00652	1	0	1
HOG00653	1	0	1
HOG00654	1	0	1
HOG00655	1	0	1
HOG00656	1	0	1
HOG00657	1	0	1
HOG00658	1	0	1
HOG00659	1	0	1
HOG00660	1	0	1
HOG00661	1	0	1
HOG00662	1	0	1
HOG00663	1	0	1
HOG00664	1	0	1
HOG00665	1	0	1
HOG00666	1	0	1
HOG00667	1	0	1
HOG00668	1	0	1
HOG00669	1	0	1
HOG00670	1	0	1
HOG00671	1	0	1
HOG00672	1	0	2
HOG00673	1	0	1
HOG00674	1	0	1
HOG00675	1	0	1
HOG00676	1	0	1
HOG00677	1	0	1
HOG00678	1	0	1
HOG00679	1	0	1
HOG00680	1	0	1
HOG00681	1	0	1
HOG00682	1	0	1
HOG00683	1	0	1
HOG00684	1	0	1
HOG00685	1	0	1
HOG00686	1	0	1
HOG00687	1	0	1
HOG00688	1	0	1
HOG00689	1	0	1
HOG00690	1	0	1
HOG00691	1	0	1
HOG00692	1	0	1
HOG00693	1	0	1
HOG00694	1	0	1
HOG00695	1	0	1
HOG00696	1	0	1
HOG00697	1	0	1
HOG00698	1	0	1
HOG00699	1	0	1
HOG00700	1	0	1
HOG00701	1	0	1
HOG00702	1	0	1
HOG00703	1	0	1
HOG00704	1	0	1
HOG00705	1	0	1
HOG00706	1	0	1
HOG00707	1	0	1
HOG00708	1	0	1
HOG00709	1	0	1
HOG00710	1	0	1
HOG00711	1	0	1
HOG00712	1	0	1
HOG00713	1	0	1
HOG00714	1	0	1
HOG00715	1	0	1
HOG00716	1	0	1
HOG00717	1	0	1
HOG00718	1	0	1
HOG00719	1	0	1
HOG00720	1	0	1
HOG00721	1	0	1
HOG00722	1	0	1
HOG00723	1	0	1
HOG00724	1	0	1
HOG00725	1	0	1
HOG00726	1	0	1
HOG00727	1	0	1
HOG00728	1	0	1
HOG00729	1	0	1
HOG00730	1	0	1
HOG00731	1	0	1
HOG00732	1	0	1
HOG00733	1	0	1
HOG00734	1	0	1
HOG00735	1	0	1
HOG00736	1	0	1
HOG00737	1	0	1
HOG00738	1	0	1
HOG00739	1	0	1
HOG00740	1	0	1
HOG00741	1	0	1
HOG00742	1	0	1
HOG00743	1	0	1
HOG00744	1	0	1
HOG00745	1	0	1
HOG00746	1	0	1
HOG00747	1	0	1
HOG00748	1	0	1
HOG00749	1	0	1
HOG00750	1	0	1
HOG00751	1	0	1
HOG00752	1	0	1
HOG00753	1	0	1
HOG00754	1	0	1
HOG00755	1	0	1
HOG00756	1	0	1
HOG00757	1	0	1
HOG00758	1	0	1
HOG00759	1	0	1
HOG00760	1	0	1
HOG00761	1	0	1
HOG00762	1	0	1
HOG00763	1	0	1
HOG00764	1	0	1
HOG00765	1	0	1
HOG00766	1	0	1
HOG00767	1	0	1
HOG00768	1	0	1
HOG00769	1	0	1
HOG00770	1	0	1
HOG00771	1	0	1
HOG00772	1	0	1
HOG00773	1	0	1
HOG00774	1	0	1
HOG00775	1	0	1
HOG00776	1	0	1
HOG00777	1	0	1
HOG00778	1	0	1
HOG00779	1	0	1
HOG00780	1	0	1
HOG00781	1	0	1
HOG00782	1	0	1
HOG00783	1	0	1
HOG00784	1	0	1
HOG00785	1	0	1
HOG00786	1	0	1
HOG00787	1	0	1
HOG00788	1	0	1
HOG00789	1	0	1
HOG00790	1	0	1
HOG00791	1	0	1
HOG00792	1	0	1
HOG00793	1	0	1
HOG00794	1	0	1
HOG00795	1	0	2
HOG00796	2	0	3
HOG00797	1	0	1
HOG00798	1	0	1
HOG00799	1	0	1
HOG00800	1	0	1
HOG00801	1	0	1
HOG00802	1	0	1
HOG00803	1	0	1
HOG00804	1	0	1
HOG00805	1	0	1
HOG00806	1	0	1
HOG00807	1	0	1
HOG00808	1	0	1
HOG00809	1	0	1
HOG00810	1	0	1
HOG00811	1	0	1
HOG00812	1	0	1
HOG00813	1	0	1
HOG00814	1	0	1
HOG00815	1	0	1
HOG00816	1	0	1
HOG00817	1	0	1
HOG00818	1	0	1
HOG00819	1	0	1
HOG00820	1	0	1
HOG00821	1	0	1
HOG00822	1	0	1
HOG00823	1	0	1
HOG00824	1	0	1
HOG00825	1	0	1
HOG00826	1	0	1
HOG00827	1	0	1
HOG00828	1	0	1
HOG00829	3	0	1
HOG00830	1	0	1
HOG00831	1	0	1
HOG00832	1	0	1
HOG00833	1	0	1
HOG00834	1	0	1
HOG00835	1	0	1
HOG00836	1	0	1
HOG00837	1	0	1
HOG00838	1	0	1
HOG00839	1	0	1
HOG00840	1	0	2
HOG00841	1	0	1
HOG00842	1	0	1
HOG00843	1	0	1
HOG00844	1	0	1
HOG00845	1	0	1
HOG00846	1	0	1
HOG00847	1	0	1
HOG00848	1	0	1
HOG00849	1	0	1
HOG00850	1	0	1
HOG00851	1	0	1
HOG00852	1	0	1
HOG00853	1	0	1
HOG00854	1	0	1
HOG00855	1	0	1
HOG00856	1	0	1
HOG00857	1	0	1
HOG00858	1	0	1
HOG00859	1	0	1
HOG00860	1	0	1
HOG00861	1	0	1
HOG00862	1	0	1
HOG00863	1	0	1
HOG00864	1	0	1
HOG00865	1	0	1
HOG00866	1	0	1
HOG00867	1	0	1
HOG00868	1	0	1
HOG00869	1	0	1
HOG00870	1	0	1
HOG00871	1	0	1
HOG00872	1	0	1
HOG00873	1	0	1
HOG00874	1	0	1
HOG00875	1	0	1
HOG00876	1	0	1
HOG00877	1	0	1
HOG00878	1	0	1
HOG00879	1	0	1
HOG00880	1	0	1
HOG00881	1	0	1
HOG00882	1	0	1
HOG00883	1	0	1
HOG00884	1	0	1
HOG00885	1	0	1
HOG00886	1	0	1
HOG00887	1	0	1
HOG00888	1	0	1
HOG00889	1	0	1
HOG00890	1	0	1
HOG00891	1	0	1
HOG00892	1	1	1
HOG00893	1	1	1
HOG00894	1	1	1
HOG00895	1	1	1
HOG00896	0	1	1
HOG00897	1	1	1
HOG00898	1	1	1
HOG00899	1	1	1
HOG00900	1	1	1
HOG00901	1	1	1
HOG00902	1	1	1
HOG00903	1	1	1
HOG00904	1	1	1
HOG00905	1	1	1
HOG00906	1	1	1
HOG00907	1	1	1
HOG00908	1	1	1
HOG00909	1	1	1
HOG00910	1	1	1
HOG00911	1	1	1
HOG00912	1	1	1
HOG00913	1	1	1
HOG00914	1	1	1
HOG00915	1	1	1
HOG00916	1	1	1
HOG00917	1	1	1
HOG00918	1	1	1
HOG00919	1	1	1
HOG00920	1	1	1
HOG00921	1	1	1
HOG00922	1	1	1
HOG00923	1	1	1
HOG00924	1	1	1
HOG00925	1	1	1
HOG00926	1	1	1
HOG00927	1	1	1
HOG00928	0	1	1
HOG00929	1	1	1
HOG00930	1	1	1
HOG00931	1	1	1
HOG00932	1	1	1
HOG00933	1	1	1
HOG00934	1	1	1
HOG00935	1	1	1
HOG00936	1	1	1
HOG00937	1	1	1
HOG00938	1	1	1
HOG00939	1	1	1
HOG00940	1	1	1
HOG00941	1	1	1
HOG00942	1	1	1
HOG00943	1	1	1
HOG00944	1	1	1
HOG00945	1	1	1
HOG00946	1	1	1
HOG00947	1	1	1
HOG00948	1	1	1
HOG00949	1	1	1
HOG00950	1	1	1
HOG00951	1	1	1
HOG00952	1	1	1
HOG00953	1	1	1
HOG00954	1	1	1
HOG00955	1	1	1
HOG00956	1	1	1
HOG00957	0	1	1
HOG00958	1	1	1
HOG00959	1	1	1
HOG00960	1	1	1
HOG00961	1	1	1
HOG00962	1	1	1
HOG00963	1	1	1
HOG00964	1	1	1
HOG00965	1	1	1
HOG00966	1	1	1
HOG00967	1	1	1
HOG00968	1	1	1
HOG00969	1	1	1
HOG00970	1	1	1
HOG00971	1	1	1
HOG00972	1	1	1
HOG00973	1	1	1
HOG00974	1	1	1
HOG00975	1	1	1
HOG00976	1	1	1
HOG00977	1	1	1
HOG00978	1	1	1
HOG00979	1	1	1
HOG00980	1	1	1
HOG00981	1	1	1
HOG00982	1	1	1
HOG00983	1	1	1
HOG00984	1	1	1
HOG00985	1	1	1
HOG00986	1	1	1
HOG00987	1	1	1
HOG00988	1	1	1
HOG00989	1	1	1
HOG00990	1	1	1
HOG00991	1	1	1
HOG00992	1	1	1
HOG00993	1	1	1
HOG00994	1	1	1
HOG00995	1	1	1
HOG00996	1	1	1
HOG00997	1	1	1
HOG00998	1	1	1
HOG00999	1	1	1
HOG01000	1	1	1
HOG01001	1	1	1
HOG01002	1	1	1
HOG01003	1	1	1
HOG01004	1	1	1
HOG01005	1	1	1
HOG01006	1	1	1
HOG01007	1	1	1
HOG01008	0	1	1
HOG01009	1	1	1
HOG01010	1	1	1
HOG01011	2	2	2
HOG01012	1	1	1
HOG01013	1	1	1
HOG01014	1	1	1
HOG01015	1	1	1
HOG01016	1	1	1
HOG01017	1	1	1
HOG01018	1	1	1
HOG01019	1	1	1
HOG01020	1	1	1
HOG01021	1	1	1
HOG01022	1	1	1
HOG01023	1	1	1
HOG01024	1	1	1
HOG01025	1	1	1
HOG01026	1	1	1
HOG01027	1	1	1
HOG01028	1	1	1
HOG01029	1	1	1
HOG01030	1	1	1
HOG01031	1	1	1
HOG01032	1	1	1
HOG01033	1	1	1
HOG01034	1	1	1
HOG01035	1	1	1
HOG01036	1	1	1
HOG01037	1	1	1
HOG01038	1	1	1
HOG01039	1	1	1
HOG01040	1	1	1
HOG01041	1	1	1
HOG01042	1	1	1
HOG01043	1	1	1
HOG01044	1	1	1
HOG01045	1	1	1
HOG01046	1	1	1
HOG01047	1	1	1
HOG01048	1	1	1
HOG01049	1	1	1
HOG01050	1	1	1
HOG01051	1	1	1
HOG01052	1	1	1
HOG01053	1	1	1
HOG01054	0	1	1
HOG01055	1	1	1
HOG01056	1	1	1
HOG01057	1	1	1
HOG01058	1	1	1
HOG01059	1	1	1
HOG01060	1	1	1
HOG01061	1	1	1
HOG01062	1	1	1
HOG01063	1	1	1
HOG01064	1	1	1
HOG01065	1	1	1
HOG01066	1	1	1
HOG01067	1	1	1
HOG01068	1	1	1
HOG01069	1	1	1
HOG01070	1	1	1
HOG01071	1	1	1
HOG01072	1	1	1
HOG01073	1	1	1
HOG01074	1	1	1
HOG01075	1	1	1
HOG01076	1	1	1
HOG01077	1	1	1
HOG01078	1	1	1
HOG01079	1	1	1
HOG01080	1	1	1
HOG01081	1	1	1
HOG01082	0	1	1
HOG01083	0	1	1
HOG01084	1	1	1
HOG01085	0	1	1
HOG01086	1	1	1
HOG01087	1	1	1
HOG01088	1	1	1
HOG01089	1	1	1
HOG01090	1	1	1
HOG01091	1	1	1
HOG01092	1	2	1
HOG01093	1	1	1
HOG01094	1	1	1
HOG01095	1	1	1
HOG01096	1	2	1
HOG01097	1	2	1
HOG01098	1	2	1
HOG01099	1	2	1
HOG01100	1	1	1
HOG01101	1	1	1
HOG01102	0	1	1
HOG01103	0	1	2
HOG01104	1	1	1
HOG01105	1	1	1
HOG01106	1	1	1
HOG01107	1	1	1
HOG01108	1	2	1
HOG01109	1	1	1
HOG01110	1	1	1
HOG01111	1	1	1
HOG01112	1	1	1
HOG01113	1	1	1
HOG01114	1	1	1
HOG01115	1	1	1
HOG01116	1	1	1
HOG01117	1	1	1
HOG01118	2	2	2
HOG01119	1	1	1
HOG01120	1	1	1
HOG01121	1	1	1
HOG01122	1	1	1
HOG01123	1	1	1
HOG01124	1	1	1
HOG01125	1	1	1
HOG01126	1	1	1
HOG01127	1	1	1
HOG01128	1	1	1
HOG01129	0	1	1
HOG01130	1	1	1
HOG01131	1	1	1
HOG01132	1	1	1
HOG01133	1	1	1
HOG01134	1	1	1
HOG01135	1	1	1
HOG01136	1	1	1
HOG01137	1	1	1
HOG01138	1	1	1
HOG01139	1	1	1
HOG01140	1	1	1
HOG01141	1	1	1
HOG01142	1	1	1
HOG01143	1	1	1
HOG01144	1	1	1
HOG01145	1	1	1
HOG01146	1	1	1
HOG01147	1	1	1
HOG01148	1	1	1
HOG01149	1	1	1
HOG01150	1	1	1
